"OTU","AUC","abs_AUC","WaldStatistic","DF","p_value","adj_p_value"
"G001476695",-0.0033,0.0033,49.196,6,6.812e-09,1.81788895522388e-08
"G000813185",-0.0021,0.0021,21.9785,6,0.001222,0.00176826780459094
"G000802225",0.0017,0.0017,3.9554,6,0.6827,0.707148915104276
"G000767465",-9e-04,9e-04,4.0355,6,0.6719,0.696769440050617
"G000445125",-0.0019,0.0019,9.123,6,0.1668,0.187807556675063
"G000272475",-0.0026,0.0027,30.6485,6,2.958e-05,5.25546016260163e-05
"G001421325",-0.002,0.002,22.0145,6,0.001204,0.00174453160453809
"G001046635",-0.0044,0.0045,66.6319,6,2.002e-12,7.04136909871245e-12
"G001742225",-0.0029,0.0029,26.9247,6,0.0001496,0.000240190432653061
"G001028705",0.001,0.0011,27.6167,6,0.0001109,0.000181432473798037
"G001305965",-0.0038,0.0038,131.7147,6,0,0
"G000466945",7e-04,7e-04,9.6457,6,0.1404,0.159691603053435
"G000802385",-0.0023,0.0023,20.0912,6,0.002668,0.00373216386913229
"G001008165",-0.0018,0.0018,27.3053,6,0.0001269,0.000206065819022457
"G001427865",-0.0025,0.0025,21.7785,6,0.001328,0.00191432893579595
"G001886695",-6e-04,6e-04,2.7067,6,0.8447,0.86214632070576
"G001010945",-0.003,0.003,58.805,6,7.869e-11,2.47786570605187e-10
"G001077815",1e-04,1e-04,6.1804,6,0.4033,0.43132704730832
"G001021555",0.0024,0.0024,38.5825,6,8.641e-07,1.91775206499661e-06
"G001441535",-0.0018,0.0018,28.1056,6,8.976e-05,0.000148377851739788
"G001028625",-0.0018,0.002,31.053,6,2.477e-05,4.4662299229923e-05
"G001235865",-5e-04,5e-04,1.4889,6,0.9602,0.968174592433098
"G000756795",-0.0048,0.0048,117.0864,6,0,0
"G000013005",2e-04,2e-04,15.2699,6,0.01826,0.0231582202734073
"G000186705",-0.0015,0.0015,42.7214,6,1.324e-07,3.16562509117433e-07
"G000176355",-0.0015,0.0015,11.6444,6,0.07039,0.0831489801801802
"G000331285",-2e-04,4e-04,28.5117,6,7.524e-05,0.00012578760836308
"G000422985",-7e-04,7e-04,6.2065,6,0.4005,0.428565505984766
"G000744895",-0.0019,0.0019,18.6601,6,0.004778,0.0064881043910522
"G001296025",-2e-04,2e-04,13.806,6,0.03188,0.0392424483665039
"G001719165",-0.003,0.003,61.5891,6,2.139e-11,7.02569338677355e-11
"G000714765",-0.0051,0.0051,116.9719,6,0,0
"G000715015",-0.0031,0.0031,79.5189,6,4.441e-15,1.80093995876289e-14
"G000152865",-4e-04,4e-04,15.5503,6,0.01638,0.0209005994550409
"G000374145",-0.0058,0.0058,76.9599,6,1.51e-14,5.97318584070796e-14
"G900107585",-0.0042,0.0042,42.3162,6,1.592e-07,3.78340454325761e-07
"G900113695",-8e-04,8e-04,60.2095,6,4.081e-11,1.31625300098393e-10
"G900143155",-0.0044,0.0044,54.4251,6,6.055e-10,1.77375245755139e-09
"G900102905",-0.0022,0.0022,96.5097,6,0,0
"G900107025",0.0016,0.0019,26.6063,6,0.0001716,0.00027372496350365
"G001884735",0.0017,0.0017,19.8665,6,0.002925,0.00407486187845304
"G001870665",5e-04,7e-04,3.6523,6,0.7236,0.746682308499475
"G001870675",-7e-04,7e-04,6.3902,6,0.3809,0.408793037214886
"G000687435",-0.0068,0.0068,148.3859,6,0,0
"G000740795",-5e-04,5e-04,90.4662,6,0,0
"G000429765",0.0014,0.0014,2.2543,6,0.8949,0.908761524163569
"G000739715",0.0091,0.0091,182.0289,6,0,0
"G000012905",-9e-04,0.0014,22.3041,6,0.001066,0.0015555785724885
"G000016405",-0.0033,0.0033,31.6535,6,1.901e-05,3.49559349289454e-05
"G001303875",0.0028,0.0028,20.8122,6,0.001983,0.0028151901255955
"G001202025",-0.0014,0.0014,34.4053,6,5.617e-06,1.14791309226933e-05
"G001202015",-0.0011,0.0011,31.1134,6,2.412e-05,4.36583986747653e-05
"G000420745",-0.0017,0.0017,13.8885,6,0.03091,0.0381200075244545
"G001202035",-6e-04,6e-04,5.3614,6,0.4984,0.525999742433999
"G001294535",-3e-04,3e-04,6.4549,6,0.3742,0.401865545484329
"G000176015",-0.0025,0.0025,28.9024,6,6.348e-05,0.000107114330816747
"G001438045",-2e-04,2e-04,7.8112,6,0.2523,0.277127018876354
"G001439135",-9e-04,9e-04,13.428,6,0.03672,0.0449134925373134
"G001438235",1e-04,1e-04,2.0627,6,0.9138,0.926232653061224
"G000740785",-0.0065,0.0065,103.4489,6,0,0
"G000021865",0.0015,0.0015,52.6675,6,1.369e-09,3.88535238095238e-09
"G000714545",-0.0028,0.0028,116.0451,6,0,0
"G000715505",-0.0019,0.0019,24.1194,6,0.0004965,0.000748288275862069
"G000737065",-7e-04,7e-04,31.3941,6,2.131e-05,3.89304365595393e-05
"G000714535",-0.0013,0.0013,42.1732,6,1.7e-07,4.0293564714389e-07
"G000967825",-0.0055,0.0055,91.6828,6,0,0
"G000420145",-0.0022,0.0022,78.3616,6,7.772e-15,3.12213431372549e-14
"G000763785",-0.0013,0.0013,30.5298,6,3.116e-05,5.50930312837109e-05
"G000763805",2e-04,2e-04,10.8173,6,0.09419,0.109461647364689
"G000444995",-0.0015,0.0015,33.732,6,7.578e-06,1.52396834355828e-05
"G000763905",-0.0019,0.0019,32.304,6,1.427e-05,2.76296869462493e-05
"G000622145",4e-04,4e-04,3.4692,6,0.7481,0.770024638894704
"G001546115",-0.0019,0.002,45.6636,6,3.454e-08,8.69824225352113e-08
"G000185925",0.0037,0.0037,60.4398,6,3.664e-11,1.18681739130435e-10
"G000513975",-0.003,0.003,21.2532,6,0.001652,0.00236096032553408
"G000203895",-0.0021,0.0021,25.5896,6,0.0002654,0.000412769824450419
"G000763885",-0.0029,0.0029,25.4144,6,0.0002861,0.000442793106704438
"G000383155",2e-04,2e-04,14.9741,6,0.02046,0.025749122088559
"G000153745",-0.0017,0.0017,72.7808,6,1.098e-13,4.12442016806723e-13
"G001879715",-6e-04,6e-04,4.4567,6,0.6151,0.64172431572247
"G001510085",-3e-04,3e-04,56.5854,6,2.216e-10,6.7094039408867e-10
"G000590925",4e-04,4e-04,31.1848,6,2.337e-05,4.24336373707533e-05
"G000013565",-0.0014,0.0014,12.2618,6,0.05638,0.0674092303951368
"G001458315",-8e-04,8e-04,24.2493,6,0.0004699,0.000709830506912442
"G000877395",-0.0021,0.0021,27.2425,6,0.0001304,0.000211295699456253
"G001408515",-0.0033,0.0034,37.31,6,1.532e-06,3.3125963060686e-06
"G001403795",7e-04,7e-04,60.5477,6,3.483e-11,1.12967750659631e-10
"G001403735",-0.0027,0.0027,58.1869,6,1.05e-10,3.27073170731707e-10
"G900115595",-0.0016,0.0016,44.8425,6,5.03e-08,1.24502944877926e-07
"G000299575",-0.003,0.003,80.6474,6,2.665e-15,1.08971351351351e-14
"G000743715",-0.0047,0.0048,66.9438,6,1.728e-12,6.09073548387097e-12
"G900113405",-0.0029,0.0029,41.8519,6,1.967e-07,4.63761160393191e-07
"G000018145",-0.001,0.001,17.9379,6,0.006389,0.00854357166168072
"G000169395",-0.0016,0.0016,58.039,6,1.125e-10,3.49660240202276e-10
"G900112335",-5e-04,6e-04,20.6056,6,0.002159,0.00305402848101266
"G900099935",-0.0039,0.0039,71.7532,6,1.785e-13,6.61654353562005e-13
"G001548075",-5e-04,5e-04,16.9325,6,0.009535,0.0125139717069265
"G001305615",-8e-04,8e-04,9.991,6,0.125,0.143169112508735
"G000744955",-2e-04,3e-04,4.864,6,0.5614,0.588446770411426
"G000671395",0.0023,0.0023,22.7443,6,0.0008868,0.00130414104979812
"G000647975",-0.0035,0.0035,110.8778,6,0,0
"G001321835",1e-04,1e-04,0.5538,6,0.9971,1
"G001078595",-0.004,0.0041,39.0944,6,6.859e-07,1.53858134124088e-06
"G000442275",-0.0019,0.0019,36.3399,6,2.367e-06,5.02744665226782e-06
"G000812685",9e-04,9e-04,49.1885,6,6.836e-09,1.82379880629409e-08
"G000812665",-7e-04,7e-04,12.3332,6,0.05494,0.065799532334673
"G000152805",-0.0026,0.0026,31.0591,6,2.47e-05,4.45524211298606e-05
"G001307765",-7e-04,7e-04,18.3334,6,0.005451,0.00735122517827756
"G900109555",-2e-04,2e-04,9.9283,6,0.1277,0.146006487617719
"G000819565",-0.0034,0.0034,48.1095,6,1.124e-08,2.95783141557399e-08
"G000299875",1e-04,1e-04,10.0383,6,0.1231,0.141091538461538
"G900115865",-0.0026,0.0026,70.9378,6,2.626e-13,9.65386317757009e-13
"G001510135",4e-04,4e-04,35.4325,6,3.553e-06,7.41043520678685e-06
"G000472185",-3e-04,3e-04,8.0688,6,0.2331,0.257129040942232
"G000384635",-4e-04,4e-04,45.5318,6,3.669e-08,9.20667159989793e-08
"G000383135",-5e-04,5e-04,25.3551,6,0.0002934,0.000453306457187745
"G000382645",-4e-04,4e-04,70.2331,6,3.663e-13,1.33711737193764e-12
"G001627375",-2e-04,2e-04,19.1527,6,0.003913,0.00537586504610226
"G001627595",3e-04,3e-04,6.5468,6,0.3648,0.392800087594438
"G900111875",-0.0015,0.0015,57.0099,6,1.818e-10,5.54363162790698e-10
"G000220565",-0.0042,0.0042,36.4174,6,2.287e-06,4.87120597790773e-06
"G000688295",-9e-04,9e-04,10.8693,6,0.0925,0.107701278711816
"G000768315",-0.0019,0.0019,39.0693,6,6.937e-07,1.55501385912925e-06
"G000152725",-0.0016,0.0016,8.2053,6,0.2234,0.247289013957677
"G001205715",-0.0013,0.0013,28.536,6,7.445e-05,0.000124556192582511
"G001046955",-0.0035,0.0035,45.8786,6,3.13e-08,7.91270437017995e-08
"G900129875",-5e-04,5e-04,45.5883,6,3.575e-08,8.98225600408789e-08
"G001038505",0.0018,0.0018,70.0702,6,3.956e-13,1.44086311111111e-12
"G000521865",-0.0051,0.0051,57.8032,6,1.256e-10,3.87924120603015e-10
"G000521785",-0.0018,0.0018,19.6156,6,0.003241,0.00449344339489638
"G000520615",-0.0015,0.0015,11.1999,6,0.08239,0.0966161769616027
"G000442255",0,3e-04,24.0319,6,0.0005152,0.000775520710240318
"G001687105",-0.0017,0.0017,77.3677,6,1.243e-14,4.93088422751109e-14
"G000259095",-4e-04,8e-04,91.5469,6,0,0
"G001969385",-0.0014,0.0014,9.6442,6,0.1405,0.159786862495663
"G000153725",-0.0017,0.0017,32.5685,6,1.269e-05,2.48989345570631e-05
"G000161755",-0.0068,0.0068,164.3243,6,0,0
"G900107235",-2e-04,2e-04,22.6133,6,0.0009369,0.00137391509096332
"G001482405",-0.0049,0.0049,155.5618,6,0,0
"G001458375",0.0036,0.0037,21.7091,6,0.001367,0.00196823982430454
"G000807715",0.0024,0.0024,14.5875,6,0.02372,0.0296394510800508
"G000169415",-0.0023,0.0023,13.0361,6,0.04247,0.0515362759131293
"G000504185",-0.0032,0.0032,58.521,6,8.985e-11,2.81755389030612e-10
"G900107355",0.0012,0.0012,16.481,6,0.01139,0.0148199603069595
"G900110775",-0.0024,0.0025,36.147,6,2.581e-06,5.46074741824441e-06
"G001458355",0.0016,0.0016,11.6621,6,0.06994,0.0826571277490686
"G001458435",9e-04,9e-04,53.8874,6,7.773e-10,2.2548578761062e-09
"G000423645",-0.0031,0.0031,59.6825,6,5.221e-11,1.67187606642787e-10
"G900100005",-1e-04,2e-04,1.8682,6,0.9314,0.94280881111683
"G000526275",-0.0015,0.0016,44.7153,6,5.331e-08,1.31754345312893e-07
"G000152625",0.0013,0.0013,6.4307,6,0.3767,0.404462037340321
"G001247715",-0.0021,0.0021,25.8547,6,0.000237,0.000371064798598949
"G000152845",-0.0013,0.0014,9.6829,6,0.1387,0.157885843268897
"G000170875",-0.0093,0.0093,296.7658,6,0,0
"G001441635",-2e-04,2e-04,15.8978,6,0.01431,0.0183929603973337
"G001441615",0.0012,0.0012,24.5787,6,0.0004085,0.00062041528957529
"G900156525",-0.0039,0.0039,63.6959,6,7.961e-12,2.68847781593407e-11
"G900110425",-0.0049,0.005,99.7421,6,0,0
"G001458335",-9e-04,9e-04,40.944,6,2.97e-07,6.89331602548973e-07
"G001292625",-0.0019,0.0019,63.0094,6,1.099e-11,3.67979775280899e-11
"G001458175",-7e-04,7e-04,33.1703,6,9.723e-06,1.93280739842329e-05
"G900142085",1e-04,1e-04,10.297,6,0.1127,0.129730984431698
"G001458215",0,0,0.1786,6,0.9999,1
"G000156115",-2e-04,2e-04,13.0366,6,0.04246,0.0515304998148834
"G001890925",-9e-04,9e-04,26.6515,6,0.0001683,0.000268722552362396
"G000814025",-0.0018,0.0018,21.4734,6,0.001508,0.00216112969979598
"G000712315",-5e-04,5e-04,64.1319,6,6.487e-12,2.20661217571774e-11
"G000014045",3e-04,3e-04,8.3458,6,0.2138,0.237276740774179
"G000154785",-9e-04,9e-04,39.961,6,4.636e-07,1.05802794151775e-06
"G000622425",-0.0016,0.0016,36.0291,6,2.721e-06,5.74089551598369e-06
"G000622405",-6e-04,6e-04,9.714,6,0.1372,0.156268797776233
"G000712275",-9e-04,9e-04,8.8471,6,0.1824,0.204296309794989
"G000156335",-0.0028,0.0028,46.6323,6,2.215e-08,5.68431889352818e-08
"G000647675",-0.002,0.002,52.3981,6,1.551e-09,4.38165297328354e-09
"G000172095",-6e-04,6e-04,17.3063,6,0.008221,0.0108692274805055
"G000622345",0,0,12.0646,6,0.06054,0.0721374482006543
"G000622325",-3e-04,3e-04,13.9726,6,0.02994,0.0369979844181955
"G000622365",-0.0015,0.0015,25.3777,6,0.0002906,0.000449192140836215
"G000622385",-0.002,0.002,52.079,6,1.798e-09,5.05620017157564e-09
"G001262635",-0.0038,0.0038,120.6099,6,0,0
"G000473225",-0.0039,0.0039,71.8697,6,1.69e-13,6.2691286307054e-13
"G000429365",-0.0021,0.0021,12.5644,6,0.0505,0.060748256880734
"G900109035",-0.0026,0.0026,38.723,6,8.11e-07,1.8056087842427e-06
"G000011965",-0.0024,0.0024,55.9795,6,2.939e-10,8.82238278388278e-10
"G000161775",-0.0031,0.0032,67.4033,6,1.392e-12,4.92407482014389e-12
"G000743705",-0.0014,0.0014,14.4342,6,0.02514,0.0313421348884381
"G000192475",-0.0011,0.0011,17.3192,6,0.008179,0.0108151520774506
"G900102795",-2e-04,2e-04,55.5806,6,3.539e-10,1.05782753799392e-09
"G000376545",-8e-04,8e-04,4.0502,6,0.6699,0.694841957599409
"G001458415",-0.001,0.001,5.9659,6,0.427,0.455238291413703
"G001258055",-0.0026,0.0027,31.9472,6,1.67e-05,3.10978602537398e-05
"G000511385",7e-04,7e-04,7.819,6,0.2517,0.276560648044693
"G000169455",-0.0015,0.0015,21.5979,6,0.001432,0.00205670921571491
"G000473205",-9e-04,9e-04,3.1487,6,0.79,0.80993119266055
"G001294455",4e-04,4e-04,15.0711,6,0.01971,0.0248752746406571
"G000511355",2e-04,4e-04,3.23,6,0.7795,0.80016732776618
"G001458395",-0.0062,0.0062,66.1444,6,2.518e-12,8.77774264445232e-12
"G000473145",-0.007,0.007,119.9495,6,0,0
"G000223375",-0.0027,0.0027,26.6609,6,0.0001676,0.000267648327379019
"G000600335",-0.0064,0.0065,121.9196,6,0,0
"G000442315",-0.0014,0.0014,20.3197,6,0.002429,0.00341727982832618
"G000153305",-0.0035,0.0035,83.7757,6,5.551e-16,2.33184681759932e-15
"G000379485",-0.005,0.005,58.8778,6,7.606e-11,2.40043016688062e-10
"G000466965",-0.0045,0.0045,45.7173,6,3.37e-08,8.49322911327524e-08
"G000600975",-0.0033,0.0033,35.4332,6,3.552e-06,7.40992108612643e-06
"G000738435",-4e-04,4e-04,6.4743,6,0.3722,0.40006719860094
"G000981705",-0.0011,0.0011,60.3483,6,3.824e-11,1.23701368421053e-10
"G001049735",-0.0024,0.0024,102.5307,6,0,0
"G000161835",5e-04,5e-04,2.1059,6,0.9097,0.922647462871287
"G000155735",-0.0011,0.0011,8.8623,6,0.1815,0.203334586466165
"G001187845",6e-04,6e-04,46.4769,6,2.379e-08,6.0845477243173e-08
"G900142425",-0.0012,0.0012,32.5255,6,1.294e-05,2.53590992427262e-05
"G900129845",-0.0011,0.0011,14.8102,6,0.02179,0.0273669042145594
"G001420005",-0.0022,0.0022,15.5267,6,0.01653,0.0210810556348074
"G000967725",-0.0017,0.0017,40.2903,6,3.994e-07,9.18115848527349e-07
"G000382265",2e-04,2e-04,3.1248,6,0.793,0.812922130720317
"G000169435",-2e-04,2e-04,8.4805,6,0.205,0.228025110281642
"G001411945",-0.001,0.001,48.0106,6,1.176e-08,3.09136166800321e-08
"G001644385",-0.0056,0.0056,111.3709,6,0,0
"G000733125",-0.0068,0.0068,103.6267,6,0,0
"G000152825",-0.0014,0.0014,24.0121,6,0.0005196,0.000781784944920441
"G000365025",-0.0018,0.0018,35.4692,6,3.495e-06,7.29720382165605e-06
"G000428525",-0.0035,0.0035,47.7332,6,1.336e-08,3.49979328716036e-08
"G000412185",-0.005,0.005,77.2006,6,1.354e-14,5.36255980668546e-14
"G000014745",3e-04,5e-04,37.2378,6,1.583e-06,3.41836231884058e-06
"G000382325",-0.0028,0.0028,41.5199,6,2.287e-07,5.36122955899881e-07
"G000744995",-0.0011,0.0011,17.7715,6,0.006829,0.00910101450060984
"G000152745",0.0017,0.0017,141.3054,6,0,0
"G000420265",5e-04,8e-04,4.3336,6,0.6316,0.657821902139377
"G000023785",-0.0014,0.0014,32.0562,6,1.592e-05,3.00205714285714e-05
"G000378345",-0.0014,0.0014,62.3826,6,1.475e-11,4.90204460966543e-11
"G000420665",-2e-04,2e-04,11.6208,6,0.07098,0.083825785997358
"G000376805",-0.0072,0.0072,123.9136,6,0,0
"G000685315",-0.0011,0.0011,14.2802,6,0.02666,0.0331614520617253
"G000013025",-0.0016,0.0016,15.067,6,0.01974,0.0249099396894649
"G000685275",-3e-04,3e-04,9.2855,6,0.1581,0.178584355616816
"G000685295",-0.0012,0.0012,66.1667,6,2.492e-12,8.69018723404255e-12
"G000685215",0.0013,0.0013,28.8486,6,6.498e-05,0.000109513850899743
"G000685235",-0.0029,0.0029,47.5994,6,1.421e-08,3.71059851301115e-08
"G000682755",-0.0044,0.0044,85.0207,6,3.331e-16,1.4089055483871e-15
"G000682715",-0.0035,0.0035,53.4793,6,9.394e-10,2.71228995889607e-09
"G000682775",-0.003,0.003,44.0959,6,7.075e-08,1.72558407738095e-07
"G000733915",-0.0047,0.0047,78.1561,6,8.549e-15,3.42447519348269e-14
"G000017265",-0.004,0.004,43.5477,6,9.087e-08,2.1983163099631e-07
"G001425305",-0.0027,0.0027,21.7495,6,0.001344,0.00193625783767946
"G001429025",-8e-04,8e-04,18.1381,6,0.005896,0.00791337027432783
"G001449105",-0.0023,0.0023,16.3126,6,0.01217,0.0157701647120833
"G000022005",-0.0037,0.0037,35.2325,6,3.885e-06,8.07206634270019e-06
"G000744465",9e-04,9e-04,5.0038,6,0.5433,0.570569436138402
"G000745545",-0.0054,0.0054,62.052,6,1.722e-11,5.69023790322581e-11
"G000495855",-0.0049,0.0049,48.133,6,1.111e-08,2.92518714859438e-08
"G000175215",0.0012,0.0012,1.8622,6,0.9319,0.943120778017907
"G000204015",-0.0034,0.0034,59.8997,6,4.717e-11,1.51442957884427e-10
"G000495815",0.0065,0.0065,105.2898,6,0,0
"G000376105",-2e-04,2e-04,12.9947,6,0.04312,0.052266988783434
"G000428765",-0.0056,0.0056,115.1954,6,0,0
"G000466985",-0.0011,0.0019,12.3356,6,0.05489,0.0657556657327324
"G000144605",-0.0033,0.0033,23.2085,6,0.0007296,0.0010802298102981
"G000701445",-0.0031,0.0031,31.9279,6,1.685e-05,3.13534342478713e-05
"G001427825",-0.002,0.002,12.8031,6,0.04627,0.0558991621621622
"G001425945",-0.002,0.002,19.253,6,0.003757,0.00517310809297116
"G000204035",-0.002,0.002,15.3311,6,0.01783,0.0226479230173082
"G001424025",-0.0041,0.0041,67.7035,6,1.208e-12,4.28861805054152e-12
"G000813765",-3e-04,3e-04,31.2452,6,2.276e-05,4.14254747362576e-05
"G001310255",-0.0022,0.0022,27.0785,6,0.00014,0.000226031850270891
"G000469155",-4e-04,4e-04,11.9897,6,0.0622,0.0740167957405615
"G000293845",4e-04,4e-04,88.0251,6,1.11e-16,4.77295146480105e-16
"G000689395",-0.0013,0.0013,28.1954,6,8.632e-05,0.000143172690166976
"G000017565",-0.0048,0.0048,92.4893,6,0,0
"G000509225",0.0017,0.0017,22.8133,6,0.0008615,0.00126788252020353
"G000739695",-0.0043,0.0043,51.4467,6,2.409e-09,6.68834161490683e-09
"G000746275",-0.004,0.004,132.3117,6,0,0
"G001708935",-2e-04,5e-04,24.7668,6,0.0003771,0.000575035106218018
"G000828475",-0.0016,0.0016,11.696,6,0.0691,0.0817233193024654
"G000166055",-6e-04,6e-04,30.3301,6,3.402e-05,5.98484221824687e-05
"G000981545",-0.0012,0.0012,15.1612,6,0.01904,0.0240822327974277
"G000503895",-0.0042,0.0042,51.9285,6,1.928e-09,5.41403540833809e-09
"G000383415",-0.0017,0.0017,28.9978,6,6.09e-05,0.000103043805918789
"G000143145",-0.0077,0.0077,127.0599,6,0,0
"G000253295",-0.0043,0.0043,67.1743,6,1.55e-12,5.4692142088267e-12
"G000384335",-0.0017,0.0017,126.6735,6,0,0
"G000496075",-0.0059,0.0059,77.4603,6,1.199e-14,4.76210258481422e-14
"G000526315",-0.0071,0.0071,131.9808,6,0,0
"G000384475",-0.0059,0.0059,101.6548,6,0,0
"G001676615",-0.0037,0.0037,27.1601,6,0.0001351,0.000218551307780885
"G000178815",-0.0018,0.0019,15.8156,6,0.01478,0.0189475322643723
"G000379125",-0.0034,0.0034,24.6896,6,0.0003897,0.000593420532672654
"G000372845",-4e-04,5e-04,5.0017,6,0.5436,0.570762588084561
"G000283235",-0.0027,0.0027,17.6787,6,0.007087,0.00942569083040303
"G000188155",-0.0056,0.0056,144.7844,6,0,0
"G000385335",-0.0024,0.0025,24.7815,6,0.0003748,0.00057179385665529
"G000745425",-0.001,0.0011,7.9676,6,0.2405,0.264846248600224
"G000019845",-2e-04,5e-04,30.1447,6,3.69e-05,6.46374421090132e-05
"G000021745",-0.0028,0.0028,32.384,6,1.377e-05,2.67722775800712e-05
"G000746085",-0.0024,0.0024,50.764,6,3.303e-09,9.06044686192468e-09
"G000427445",-0.0028,0.0029,20.1857,6,0.002566,0.0035997209700428
"G001429505",-0.0016,0.0016,51.4548,6,2.4e-09,6.66523580909348e-09
"G000735605",-0.0012,0.0012,34.9927,6,4.324e-06,8.93136231884058e-06
"G001426225",-0.0037,0.0037,29.8517,6,4.194e-05,7.26123169014085e-05
"G001298265",-0.0023,0.0023,15.4808,6,0.01683,0.0214441850220264
"G001429395",-0.0019,0.0019,13.1382,6,0.04089,0.0497109976511312
"G000745475",-0.0043,0.0043,42.1863,6,1.689e-07,4.00424927675988e-07
"G001420315",-0.005,0.005,77.6187,6,1.11e-14,4.42111786148238e-14
"G000800935",6e-04,0.0013,137.7565,6,0,0
"G001418005",-0.0032,0.0032,99.447,6,0,0
"G000429045",2e-04,3e-04,18.6083,6,0.004879,0.00661703020273066
"G000745135",-0.004,0.004,72.1744,6,1.463e-13,5.44761151079137e-13
"G001006805",-0.0029,0.0029,28.3916,6,7.928e-05,0.000132030401354784
"G001017175",-0.0029,0.0029,26.2287,6,0.0002018,0.000318795373493976
"G000518665",-0.002,0.002,16.868,6,0.009781,0.0128128885040629
"G000262405",-0.001,0.0011,16.6631,6,0.0106,0.0138323248407643
"G000022085",-0.0034,0.0034,35.1829,6,3.972e-06,8.24238193711754e-06
"G000019365",-0.0019,0.0019,17.065,6,0.009047,0.0119068787473233
"G001043915",-0.0014,0.0014,78.3384,6,7.883e-15,3.16543168640261e-14
"G001548015",-0.0024,0.0024,18.5676,6,0.00496,0.00671484581497797
"G001424525",-0.0022,0.0022,14.1593,6,0.02791,0.0345937660700781
"G000372825",-1e-04,1e-04,0.834,6,0.9911,0.995757805476093
"G001422375",-0.0012,0.0012,9.2562,6,0.1597,0.180350229673863
"G001422215",-1e-04,3e-04,28.2877,6,8.293e-05,0.0001378056133829
"G001262595",-0.0015,0.0015,15.7923,6,0.01491,0.019111697080292
"G000019725",-0.002,0.002,14.3186,6,0.02627,0.0326887485764899
"G001280145",-0.003,0.003,17.1815,6,0.008639,0.0113988898430162
"G001425465",-0.007,0.007,276.2032,6,0,0
"G000019945",-5e-04,5e-04,24.2025,6,0.0004793,0.000723696637494242
"G001643095",-0.003,0.0033,22.9712,6,0.0008062,0.00118791890919988
"G000751295",-0.0031,0.0031,26.7455,6,0.0001616,0.00025836033165339
"G001402875",-0.0045,0.0045,42.769,6,1.296e-07,3.10018584286062e-07
"G000702305",-0.0031,0.0031,56.123,6,2.749e-10,8.26717614678899e-10
"G000092925",-0.0055,0.0055,62.3371,6,1.506e-11,5.00000135043889e-11
"G000378025",-0.0034,0.0034,42.6638,6,1.359e-07,3.24694023323615e-07
"G900100155",-0.0031,0.0031,33.6029,6,8.026e-06,1.6081435207824e-05
"G000473085",-0.0032,0.0032,31.3516,6,2.172e-05,3.96205676126878e-05
"G000010525",-0.0032,0.0032,38.4296,6,9.257e-07,2.04891600270088e-06
"G000526175",-0.0042,0.0042,40.0655,6,4.422e-07,1.01153635729239e-06
"G000017645",-0.0064,0.0064,107.9604,6,0,0
"G000293785",-0.0072,0.0072,138.4807,6,0,0
"G001579845",-0.0043,0.0043,45.0462,6,4.582e-08,1.1387260045489e-07
"G001426945",-0.0069,0.0069,142.3843,6,0,0
"G000516555",-0.0028,0.0028,36.407,6,2.297e-06,4.88932857142857e-06
"G000314735",-0.0059,0.0059,141.7948,6,0,0
"G000218565",-0.0028,0.0028,37.315,6,1.529e-06,3.30683659555751e-06
"G001425835",-0.0048,0.0048,72.0096,6,1.582e-13,5.8795873015873e-13
"G000336555",-0.0044,0.0044,60.9179,6,2.929e-11,9.55983604381016e-11
"G000308295",0.0016,0.0016,19.7733,6,0.003039,0.00422290885968631
"G000314675",-0.0035,0.0035,32.6637,6,1.217e-05,2.39072672792649e-05
"G900108575",0.0027,0.0027,145.1099,6,0,0
"G000013745",-0.0066,0.0066,94.4778,6,0,0
"G000504425",0.001,0.0014,25.6434,6,0.0002594,0.000404141254752852
"G000014825",-6e-04,8e-04,7.1838,6,0.3042,0.330662407427877
"G000935205",0.0053,0.0053,277.4059,6,0,0
"G000013365",-8e-04,8e-04,16.1082,6,0.01318,0.0170072326466343
