"OTU","AUC","abs_AUC","WaldStatistic","DF","p_value","adj_p_value"
"G000283335",-3e-04,3e-04,7.0268,6,0.3184,0.344991802556192
"G001469955",0,0,37.3981,6,1.473e-06,3.19204098721904e-06
"G000336755",-0.0017,0.0017,47.7219,6,1.343e-08,3.51719360852197e-08
"G001469865",-6e-04,6e-04,12.7886,6,0.04652,0.0561735854616896
"G000025685",0,0,22.8833,6,0.0008365,0.00123145823353293
"G000337815",3e-04,3e-04,31.2246,6,2.296e-05,4.17585796190124e-05
"G000306765",2e-04,2e-04,16.7562,6,0.01022,0.0133523953766441
"G900100875",-0.001,0.001,41.5159,6,2.291e-07,5.36932650142993e-07
"G000172995",-7e-04,7e-04,59.351,6,6.097e-11,1.93787647058824e-10
"G000337095",-0.0011,0.0011,20.5517,6,0.002208,0.00312020002873976
"G000739575",-0.0013,0.0013,15.2883,6,0.01813,0.0230022474519417
"G000416005",-2e-04,2e-04,32.2129,6,1.485e-05,2.84114591439689e-05
"G000415985",-5e-04,5e-04,26.2686,6,0.0001984,0.000313877992277992
"G000009185",2e-04,2e-04,32.2614,6,1.454e-05,2.79652571875611e-05
"G000237865",0,0,28.7075,6,6.91e-05,0.000115940863333902
"G000334895",-9e-04,9e-04,26.5828,6,0.0001733,0.000276257448532988
"G000336915",-2e-04,2e-04,22.6368,6,0.0009277,0.00136123572068039
"G000336935",-9e-04,9e-04,18.7642,6,0.004581,0.00623092033195021
"G000336675",-5e-04,5e-04,10.759,6,0.09612,0.1115200660689
"G000755245",-6e-04,6e-04,5.0432,6,0.5383,0.565620493642483
"G000336715",4e-04,4e-04,86.0458,6,2.22e-16,9.45495019488956e-16
"G000336695",-9e-04,9e-04,11.7009,6,0.06898,0.0816010249007579
"G000026045",1e-04,1e-04,13.3154,6,0.03829,0.0467002182810368
"G000591055",-0.0013,0.0013,52.7495,6,1.318e-09,3.74709800520382e-09
"G000415945",-2e-04,2e-04,31.1583,6,2.364e-05,4.28605752212389e-05
"G900100385",-6e-04,6e-04,83.4515,6,6.661e-16,2.78860255427842e-15
"G000416085",-3e-04,3e-04,72.4841,6,1.263e-13,4.72435983263598e-13
"G000755225",-5e-04,5e-04,24.6523,6,0.0003959,0.000602488486536676
"G000023945",-3e-04,3e-04,4.6065,6,0.5952,0.62195269365636
"G000470655",0,0,14.0331,6,0.02927,0.0362064377358491
"G900110215",8e-04,8e-04,11.8057,6,0.06645,0.0787692020250723
"G000337455",-0.0016,0.0016,19.8771,6,0.002912,0.0040590514528703
"G000023965",2e-04,2e-04,2.7298,6,0.8419,0.859377683205314
"G000337775",-4e-04,4e-04,70.9864,6,2.566e-13,9.44387874251497e-13
"G000223905",6e-04,6e-04,10.1972,6,0.1166,0.133953785046729
"G000337755",5e-04,5e-04,19.7148,6,0.003112,0.00432068445573909
"G000337275",-4e-04,4e-04,34.0635,6,6.54e-06,1.32552267106348e-05
"G000196895",-8e-04,8e-04,42.7049,6,1.334e-07,3.18798444714459e-07
"G000710615",-0.001,0.001,40.3075,6,3.963e-07,9.11842349087506e-07
"G000376445",7e-04,7e-04,13.5214,6,0.03546,0.04343176485241
"G000403645",2e-04,2e-04,19.8654,6,0.002926,0.0040756776203966
"G900103505",-0.0018,0.0018,50.6464,6,3.488e-09,9.5466161981631e-09
"G000337515",-4e-04,4e-04,9.9618,6,0.1263,0.144540230420109
"G001564285",-1e-04,1e-04,31.7556,6,1.818e-05,3.35741070422535e-05
"G000517625",0,0,1.9374,6,0.9254,0.93731420331651
"G000691505",-5e-04,5e-04,33.8753,6,7.111e-06,1.43533608374384e-05
"G001563885",3e-04,3e-04,66.0437,6,2.64e-12,9.18675159235669e-12
"G000455365",-0.0017,0.0017,42.9932,6,1.17e-07,2.80697243230056e-07
"G000217715",-0.0011,0.0011,34.1101,6,6.406e-06,1.30077646087136e-05
"G000455345",-6e-04,6e-04,5.3226,6,0.5031,0.530675254746326
"G000230715",-5e-04,5e-04,22.1556,6,0.001135,0.00164990243902439
"G000337895",-0.002,0.002,80.9951,6,2.22e-15,9.11544050104384e-15
"G000336655",0,0,29.3064,6,5.323e-05,9.09107016325113e-05
"G000025325",0,0,15.8722,6,0.01446,0.0185687699138156
"G000337215",-8e-04,8e-04,33.7104,6,7.651e-06,1.53770557939914e-05
"G000383975",-4e-04,4e-04,9.3755,6,0.1535,0.173787589224039
"G000337735",-4e-04,4e-04,34.9497,6,4.407e-06,9.09134424166142e-06
"G000337715",0,0,36.6836,6,2.029e-06,4.3423690968444e-06
"G000784335",-9e-04,9e-04,8.684,6,0.1921,0.214476771117166
"G000337475",-2e-04,2e-04,22.0657,6,0.001178,0.00170937760070828
"G000230735",1e-04,1e-04,61.944,6,1.811e-11,5.97830614300101e-11
"G000337195",-0.0011,0.0011,37.4971,6,1.409e-06,3.05941841466107e-06
"G000731985",-8e-04,8e-04,19.6707,6,0.003169,0.00439671924379232
"G000337675",-0.0014,0.0014,27.3212,6,0.0001261,0.000204834390485629
"G000328685",-5e-04,5e-04,43.3723,6,9.844e-08,2.37502198233562e-07
"G000337695",-2e-04,2e-04,65.5042,6,3.403e-12,1.17669135021097e-11
"G000337555",-6e-04,6e-04,7.1397,6,0.3081,0.334421125827815
"G000025625",-0.001,0.001,22.689,6,0.0009076,0.00133293584229391
"G000337575",3e-04,3e-04,16.3283,6,0.0121,0.015687725774555
"G001873755",2e-04,2e-04,3.6892,6,0.7187,0.742015307086614
"G001567355",-0.0011,0.0011,99.3365,6,0,0
"G001567305",8e-04,8e-04,26.1338,6,0.0002102,0.000331054900704676
"G000993565",2e-04,2e-04,13.6526,6,0.03377,0.0414444253088731
"G000991265",-4e-04,4e-04,15.023,6,0.02008,0.0253194922425952
"G001771775",-2e-04,2e-04,28.1349,6,8.862e-05,0.000146616601615074
"G001772465",0,0,16.5576,6,0.01105,0.0143928079470199
"G000990085",-2e-04,2e-04,32.1029,6,1.559e-05,2.95114648700674e-05
"G000990125",-3e-04,3e-04,32.2047,6,1.491e-05,2.84874567709345e-05
"G000989675",-1e-04,1e-04,30.363,6,3.353e-05,5.90392157564906e-05
"G000989705",-2e-04,2e-04,32.276,6,1.445e-05,2.78684644047853e-05
"G000990985",-3e-04,3e-04,45.3549,6,3.979e-08,9.96168177189409e-08
"G000989775",-2e-04,2e-04,32.0337,6,1.608e-05,3.02526726611823e-05
"G001772955",-4e-04,4e-04,9.2024,6,0.1625,0.183364888123924
"G001772805",-3e-04,3e-04,33.0214,6,1.039e-05,2.05708194080934e-05
"G001772545",1e-04,1e-04,11.136,6,0.08426,0.0987266579292267
"G001772665",-1e-04,1e-04,29.0011,6,6.081e-05,0.000102926943201377
"G001772695",-4e-04,4e-04,47.7888,6,1.302e-08,3.41345454545455e-08
"G001772615",-6e-04,6e-04,48.8407,6,8.024e-09,2.12919633027523e-08
"G001772985",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G001772625",0,0,18.8503,6,0.004424,0.0060315563565784
"G001772855",0,0,27.0574,6,0.0001413,0.000227644855832241
"G000994815",-1e-04,1e-04,32.0344,6,1.607e-05,3.0239644087256e-05
"G000997575",-3e-04,3e-04,28.9135,6,6.317e-05,0.000106664453983517
"G000997355",-2e-04,2e-04,30.9086,6,2.639e-05,4.72884948979592e-05
"G001772535",-6e-04,6e-04,68.1648,6,9.721e-13,3.46866161103048e-12
"G001772865",2e-04,2e-04,25.7221,6,0.0002508,0.000391735578144854
"G001772885",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G001772935",0,0,25.1669,6,0.000318,0.000489698089570936
"G001773295",1e-04,1e-04,32.035,6,1.607e-05,3.0239644087256e-05
"G001773375",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G001773055",-1e-04,1e-04,25.0041,6,0.0003409,0.000522507886533666
"G001773015",0,0,28.4879,6,7.603e-05,0.000126854261961317
"G001773215",-1e-04,1e-04,30.6319,6,2.98e-05,5.28785997834717e-05
"G000997795",0,0,0,6,1,1
"G000995715",1e-04,1e-04,31.9758,6,1.649e-05,3.07884298462123e-05
"G000996615",-2e-04,2e-04,32.3364,6,1.406e-05,2.72983297137216e-05
"G001772775",0,0,20.9168,6,0.001899,0.0027006169197397
"G001773175",0,0,30.252,6,3.52e-05,6.18468465249241e-05
"G000503835",-2e-04,2e-04,31.8247,6,1.763e-05,3.26442138956882e-05
"G001871995",2e-04,2e-04,5.8581,6,0.4393,0.46733840328862
"G001771165",-1e-04,1e-04,26.041,6,0.0002188,0.00034366382367034
"G000991025",2e-04,2e-04,31.9677,6,1.655e-05,3.08652948985397e-05
"G001816815",-4e-04,4e-04,20.7109,6,0.002067,0.00292936705577172
"G001816835",0,0,29.8646,6,4.171e-05,7.2226825145272e-05
"G001816985",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G001816735",0,0,27.7201,6,0.0001061,0.000173868921846359
"G001816695",1e-04,1e-04,4.0293,6,0.6727,0.697525495571489
"G001776335",4e-04,4e-04,45.5276,6,3.676e-08,9.22188367346939e-08
"G001776475",-6e-04,6e-04,68.8744,6,6.956e-13,2.50019385964912e-12
"G001774995",1e-04,1e-04,29.353,6,5.216e-05,8.91916953573292e-05
"G000404925",0,0,25.0591,6,0.000333,0.000511435577073247
"G001774895",0,0,27.2988,6,0.0001273,0.000206647111257841
"G000994395",1e-04,1e-04,31.9758,6,1.649e-05,3.07884298462123e-05
"G000994225",1e-04,1e-04,31.9758,6,1.649e-05,3.07884298462123e-05
"G001774705",4e-04,4e-04,58.8909,6,7.559e-11,2.38712928709056e-10
"G001776535",2e-04,2e-04,27.6038,6,0.0001116,0.000182456259351621
"G001776415",1e-04,1e-04,31.9758,6,1.649e-05,3.07884298462123e-05
"G001776685",3e-04,3e-04,26.9077,6,0.0001507,0.000241838087467363
"G001777065",-7e-04,7e-04,25.6811,6,0.0002552,0.000397849841471148
"G001779835",-0.0011,0.0011,67.9567,6,1.072e-12,3.81543539630836e-12
"G001777435",-3e-04,3e-04,6.6368,6,0.3557,0.383547565789474
"G001776815",-2e-04,2e-04,30.8094,6,2.756e-05,4.91610810810811e-05
"G001776855",2e-04,2e-04,33.4488,6,8.593e-06,1.71615682372055e-05
"G001777055",2e-04,2e-04,38.0829,6,1.082e-06,2.37827179257935e-06
"G001779735",0,0,18.8503,6,0.004424,0.0060315563565784
"G000995285",-2e-04,2e-04,32.005,6,1.628e-05,3.0535479687202e-05
"G001779745",-4e-04,4e-04,32.3127,6,1.421e-05,2.75189326506499e-05
"G001777455",-3e-04,3e-04,24.4173,6,0.0004375,0.000662311422413793
"G001776945",9e-04,9e-04,44.7137,6,5.335e-08,1.31820075376884e-07
"G001777375",-3e-04,3e-04,33.0214,6,1.039e-05,2.05708194080934e-05
"G001777025",-3e-04,3e-04,59.6904,6,5.202e-11,1.66742073011734e-10
"G001775325",-3e-04,3e-04,50.8383,6,3.192e-09,8.78045538461538e-09
"G001776585",0,0,20.9168,6,0.001899,0.0027006169197397
"G000992645",-5e-04,5e-04,78.8483,6,6.217e-15,2.50873935166188e-14
"G001779755",-2e-04,2e-04,50.4369,6,3.842e-09,1.04863247293922e-08
"G001777345",-2e-04,2e-04,32.4164,6,1.358e-05,2.64709058473736e-05
"G000994095",1e-04,1e-04,32.0252,6,1.614e-05,3.0348137667304e-05
"G000997105",4e-04,4e-04,39.981,6,4.595e-07,1.0489143454039e-06
"G001779145",1e-04,1e-04,26.2334,6,0.0002014,0.000318214588688946
"G001003415",-2e-04,2e-04,31.1583,6,2.364e-05,4.28605752212389e-05
"G001782125",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G001783775",-1e-04,1e-04,13.065,6,0.04201,0.0510158483576192
"G001782355",0,0,13.4803,6,0.03601,0.0440779611650485
"G001782205",-2e-04,2e-04,32.2749,6,1.445e-05,2.78684644047853e-05
"G001784115",-2e-04,2e-04,31.9965,6,1.634e-05,3.0618818597561e-05
"G001782445",2e-04,2e-04,54.9978,6,4.64e-10,1.37108653846154e-09
"G001782475",0,0,16.6511,6,0.01065,0.0138938843194481
"G001782295",-2e-04,2e-04,30.8144,6,2.75e-05,4.90718562874252e-05
"G001782085",2e-04,2e-04,31.9677,6,1.655e-05,3.08652948985397e-05
"G001783975",-2e-04,2e-04,48.9606,6,7.593e-09,2.01755098621994e-08
"G001783805",-5e-04,5e-04,51.6761,6,2.167e-09,6.04718444948922e-09
"G001782645",-2e-04,2e-04,32.3938,6,1.371e-05,2.66767194301543e-05
"G000992095",1e-04,1e-04,30.033,6,3.874e-05,6.76917484008529e-05
"G001781995",0,0,30.1766,6,3.638e-05,6.3772e-05
"G001782495",-3e-04,3e-04,66.5422,6,2.088e-12,7.32289300998574e-12
"G001782035",0,0,16.3175,6,0.01215,0.015750474558397
"G001782415",-1e-04,1e-04,27.906,6,9.787e-05,0.000161242013737644
"G001782045",-1e-04,1e-04,54.3159,6,6.37e-10,1.86214565992866e-09
"G001782395",0,0,24.0013,6,0.000522,0.00078527581459385
"G001782265",-2e-04,2e-04,31.138,6,2.386e-05,4.32116464088398e-05
"G000998235",2e-04,2e-04,32.2703,6,1.448e-05,2.78716617733412e-05
"G001779095",-4e-04,4e-04,63.0947,6,1.056e-11,3.5406423457211e-11
"G001779065",0,0,0,6,1,1
"G001003345",1e-04,1e-04,26.5647,6,0.0001747,0.000278263654033042
"G001003305",5e-04,5e-04,32.4991,6,1.309e-05,2.56326284348865e-05
"G000993445",-3e-04,3e-04,69.1027,6,6.245e-13,2.24957252747253e-12
"G000998865",0,0,23.5686,6,0.0006268,0.00093421509548348
"G000999165",-3e-04,3e-04,42.4806,6,1.478e-07,3.51928619854722e-07
"G001780865",0,0,28.7075,6,6.91e-05,0.000115940863333902
"G001779195",-3e-04,3e-04,50.7436,6,3.335e-09,9.14057692307692e-09
"G001779235",0,0,18.6036,6,0.004888,0.00662649462365591
"G001780955",2e-04,2e-04,20.2077,6,0.002543,0.00356949214958607
"G001779015",-5e-04,5e-04,40.1506,6,4.255e-07,9.75604336675216e-07
"G001871285",-1e-04,1e-04,32.1367,6,1.536e-05,2.91546496815287e-05
"G001779135",-2e-04,2e-04,45.5565,6,3.628e-08,9.11076404494382e-08
"G000993925",-1e-04,1e-04,25.0041,6,0.0003409,0.000522507886533666
"G001779055",-6e-04,6e-04,26.0056,6,0.0002221,0.000348791344618333
"G001779115",-1e-04,1e-04,31.5275,6,2.01e-05,3.68088268156425e-05
"G000997505",-3e-04,3e-04,56.4118,6,2.403e-10,7.24880429447853e-10
"G000997595",7e-04,7e-04,22.2962,6,0.00107,0.00156095238095238
"G000994655",4e-04,4e-04,33.2048,6,9.576e-06,1.90435559150657e-05
"G001788215",-2e-04,2e-04,32.005,6,1.628e-05,3.0535479687202e-05
"G000996505",-1e-04,1e-04,30.6319,6,2.98e-05,5.28785997834717e-05
"G001788275",4e-04,4e-04,11.8056,6,0.06645,0.0787692020250723
"G001790075",-1e-04,1e-04,31.8216,6,1.765e-05,3.26689440993789e-05
"G001788375",4e-04,4e-04,12.6079,6,0.0497,0.0598224969400245
"G001789955",-3e-04,3e-04,59.9109,6,4.693e-11,1.50721626387982e-10
"G001789775",-1e-04,1e-04,29.0011,6,6.081e-05,0.000102926943201377
"G001787945",-1e-04,1e-04,29.0011,6,6.081e-05,0.000102926943201377
"G001567515",-1e-04,1e-04,55.6115,6,3.488e-10,1.04385246500304e-09
"G001789365",-2e-04,2e-04,32.126,6,1.543e-05,2.92649218900675e-05
"G001567245",-3e-04,3e-04,62.0267,6,1.742e-11,5.75246071188717e-11
"G001789515",-2e-04,2e-04,32.2534,6,1.459e-05,2.80285329165853e-05
"G001788235",1e-04,1e-04,29.2165,6,5.536e-05,9.43355120429735e-05
"G001788165",-0.0023,0.0023,34.0016,6,6.723e-06,1.36093005351997e-05
"G001788095",1e-04,1e-04,30.9804,6,2.557e-05,4.60035455543359e-05
"G001788045",-6e-04,6e-04,27.4687,6,0.0001183,0.000192673434912223
"G001789805",1e-04,1e-04,8.7198,6,0.19,0.212252641145064
"G001789995",2e-04,2e-04,39.5429,6,5.601e-07,1.26679471021159e-06
"G000990445",-2e-04,2e-04,31.0745,6,2.453e-05,4.42701449807304e-05
"G001788195",-3e-04,3e-04,32.17,6,1.514e-05,2.88372574084834e-05
"G001789555",4e-04,4e-04,33.2048,6,9.576e-06,1.90435559150657e-05
"G001788305",1e-04,1e-04,31.4469,6,2.082e-05,3.80777161986238e-05
"G001790155",-5e-04,5e-04,66.379,6,2.255e-12,7.88328119445432e-12
"G001790045",-2e-04,2e-04,60.6531,6,3.316e-11,1.07657788048861e-10
"G001790095",2e-04,2e-04,31.3681,6,2.156e-05,3.93579060701689e-05
"G001790115",-3e-04,3e-04,32.4157,6,1.358e-05,2.64709058473736e-05
"G000991535",0,0,12.3585,6,0.05443,0.0652443466601658
"G000990305",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G000402875",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G000991135",-2e-04,2e-04,31.138,6,2.386e-05,4.32116464088398e-05
"G000990725",-1e-04,1e-04,44.4433,6,6.037e-08,1.48493891945973e-07
"G001789855",0,0,28.4879,6,7.603e-05,0.000126854261961317
"G000990565",-1e-04,1e-04,31.9528,6,1.666e-05,3.102925e-05
"G000990465",-1e-04,1e-04,32.2842,6,1.439e-05,2.77854427645788e-05
"G001789745",-2e-04,2e-04,32.095,6,1.565e-05,2.96022504327755e-05
"G001787985",-5e-04,5e-04,55.1156,6,4.393e-10,1.2996619133574e-09
"G001789645",-2e-04,2e-04,32.4164,6,1.358e-05,2.64709058473736e-05
"G001789635",1e-04,1e-04,10.9038,6,0.0914,0.106584560654571
"G001789285",-2e-04,2e-04,32.1376,6,1.536e-05,2.91546496815287e-05
"G001789545",-4e-04,4e-04,57.1754,6,1.683e-10,5.14313921690491e-10
"G001789895",1e-04,1e-04,30.9139,6,2.633e-05,4.72067857793984e-05
"G001789695",0,0,0,6,1,1
"G000992285",-2e-04,2e-04,31.8894,6,1.713e-05,3.18022314517652e-05
"G000989305",-3e-04,3e-04,59.8158,6,4.906e-11,1.5745954308094e-10
"G001790765",-1e-04,1e-04,27.8408,6,0.0001007,0.000165516262744443
"G000995585",0,0,25.785,6,0.0002441,0.000381755629770992
"G001872035",-3e-04,3e-04,71.6256,6,1.896e-13,7.01477200902934e-13
"G001776115",3e-04,3e-04,28.5373,6,7.441e-05,0.000124510454313425
"G001774295",2e-04,2e-04,32.2703,6,1.448e-05,2.78716617733412e-05
"G001003755",-3e-04,3e-04,59.0832,6,6.91e-11,2.18638803088803e-10
"G001001955",-1e-04,1e-04,31.8282,6,1.76e-05,3.26132278123233e-05
"G001774315",-5e-04,5e-04,34.4035,6,5.622e-06,1.14869619779763e-05
"G001029675",-2e-04,2e-04,49.3339,6,6.392e-09,1.70905187601958e-08
"G001816575",-2e-04,2e-04,46.4542,6,2.404e-08,6.14369438669439e-08
"G001816915",1e-04,1e-04,12.7634,6,0.04695,0.0566580316603264
"G001816955",-3e-04,3e-04,45.0914,6,4.489e-08,1.11617764854614e-07
"G001816585",4e-04,4e-04,38.0423,6,1.102e-06,2.42060933660934e-06
"G001803415",-4e-04,4e-04,57.9865,6,1.153e-10,3.57797475544336e-10
"G001803505",-2e-04,2e-04,13.8002,6,0.03195,0.0393236921151439
"G001803465",-2e-04,2e-04,30.9086,6,2.639e-05,4.72884948979592e-05
"G001803475",-3e-04,3e-04,13.0695,6,0.04195,0.050949277510189
"G001788675",0,0,27.4156,6,0.000121,0.000196973017712299
"G001001575",-2e-04,2e-04,32.3364,6,1.406e-05,2.72983297137216e-05
"G001000345",-1e-04,1e-04,30.9595,6,2.58e-05,4.63325785244704e-05
"G001002285",-1e-04,1e-04,31.0468,6,2.483e-05,4.47540725806452e-05
"G001002295",-2e-04,2e-04,31.8247,6,1.763e-05,3.26442138956882e-05
"G001508535",-1e-04,1e-04,28.1377,6,8.852e-05,0.000146475800100959
"G001872335",-3e-04,3e-04,33.0214,6,1.039e-05,2.05708194080934e-05
"G000991725",-2e-04,2e-04,45.7715,6,3.287e-08,8.29254951257055e-08
"G000993185",3e-04,3e-04,26.3351,6,0.0001928,0.000305214938828075
"G001029715",1e-04,1e-04,25.2956,6,0.000301,0.000464610579186941
"G001873435",2e-04,2e-04,36.272,6,2.441e-06,5.17344698275862e-06
"G001003265",2e-04,2e-04,28.3276,6,8.151e-05,0.000135560517503805
"G001788645",-2e-04,2e-04,31.0745,6,2.453e-05,4.42701449807304e-05
"G001787405",-1e-04,1e-04,29.5776,6,4.728e-05,8.13990756302521e-05
"G001787375",-1e-04,1e-04,30.7245,6,2.861e-05,5.09232108597285e-05
"G001003385",2e-04,2e-04,20.9412,6,0.00188,0.00267475694444444
"G001002355",-2e-04,2e-04,31.0745,6,2.453e-05,4.42701449807304e-05
"G001002845",-3e-04,3e-04,60.2826,6,3.944e-11,1.2749932938856e-10
"G001002205",-2e-04,2e-04,32.3148,6,1.42e-05,2.75049832578294e-05
"G001776225",-2e-04,2e-04,32.276,6,1.445e-05,2.78684644047853e-05
"G001774555",0,0,21.9011,6,0.001262,0.00182346576550103
"G001774535",-2e-04,2e-04,14.1713,6,0.02778,0.0344413161875946
"G001000745",-1e-04,1e-04,13.942,6,0.03029,0.037416387388519
"G000997565",-3e-04,3e-04,32.455,6,1.335e-05,2.60949910554562e-05
"G001000245",7e-04,7e-04,33.131,6,9.894e-06,1.96521098767926e-05
"G001000665",-1e-04,1e-04,25.0041,6,0.0003409,0.000522507886533666
"G001000865",-3e-04,3e-04,60.4443,6,3.656e-11,1.18461627677101e-10
"G001000315",1e-04,1e-04,29.2165,6,5.536e-05,9.43355120429735e-05
"G001000625",1e-04,1e-04,27.4943,6,0.000117,0.000190650869925435
"G001002605",0,0,28.3792,6,7.97e-05,0.000132684916201117
"G001774655",1e-04,1e-04,15.5003,6,0.0167,0.0212923376118242
"G001774635",-2e-04,2e-04,32.3412,6,1.403e-05,2.7250843373494e-05
"G000998025",-2e-04,2e-04,53.9518,6,7.544e-10,2.19166014771049e-09
"G001001485",1e-04,1e-04,31.9758,6,1.649e-05,3.07884298462123e-05
"G000995665",-3e-04,3e-04,57.8425,6,1.233e-10,3.81539395846444e-10
"G000999595",0,0,27.0032,6,0.0001446,0.000232694550810015
"G001002655",-2e-04,2e-04,31.0745,6,2.453e-05,4.42701449807304e-05
"G001001555",-1e-04,1e-04,39.2722,6,6.33e-07,1.42544584382872e-06
"G001002035",-3e-04,3e-04,79.8529,6,3.886e-15,1.58108911874224e-14
"G001002405",-1e-04,1e-04,32.0034,6,1.629e-05,3.05367632481891e-05
"G001775605",0,0,27.0574,6,0.0001413,0.000227644855832241
"G001773725",-0.001,0.001,13.0858,6,0.04169,0.0506522683469236
"G001773615",0,0,21.336,6,0.001596,0.00228358271497163
"G001773695",-1e-04,1e-04,29.9723,6,3.979e-05,6.9108947368421e-05
"G001773775",2e-04,2e-04,19.8708,6,0.00292,0.0040684726551431
"G001001375",-4e-04,4e-04,36.976,6,1.78e-06,3.82947276307154e-06
"G001773655",1e-04,1e-04,28.1922,6,8.644e-05,0.000143323378856854
"G001775565",-5e-04,5e-04,32.1219,6,1.546e-05,2.93161666023911e-05
"G001773795",-2e-04,2e-04,45.9204,6,3.071e-08,7.76754475308642e-08
"G000998545",0,0,29.8687,6,4.163e-05,7.21136903293993e-05
"G001002325",-2e-04,2e-04,62.1758,6,1.625e-11,5.38055555555555e-11
"G001003675",1e-04,1e-04,31.0931,6,2.433e-05,4.39818419117647e-05
"G001003155",1e-04,1e-04,31.6563,6,1.899e-05,3.4925689171498e-05
"G001773715",-2e-04,2e-04,31.5411,6,1.998e-05,3.66231724137931e-05
"G001816555",0,0,11.9173,6,0.06384,0.0758765482233502
"G001816455",-5e-04,5e-04,34.744,6,4.831e-06,9.9264634350188e-06
"G001816425",0,0,49.3615,6,6.311e-09,1.68969164170977e-08
"G001816895",0,0,19.1346,6,0.003942,0.00540588871844931
"G001816405",-2e-04,2e-04,69.4491,6,5.304e-13,1.91551729709879e-12
"G001816475",0,0,40.1198,6,4.315e-07,9.879792782305e-07
"G001816375",-1e-04,1e-04,28.6909,6,6.96e-05,0.000116739962476548
"G001792465",-2e-04,2e-04,46.9355,6,1.927e-08,4.96856790770844e-08
"G001793185",-3e-04,3e-04,32.2169,6,1.483e-05,2.83952920560748e-05
"G001793335",-1e-04,1e-04,34.543,6,5.283e-06,1.08190383173678e-05
"G001793475",0,0,23.5686,6,0.0006268,0.00093421509548348
"G001792335",1e-04,1e-04,32.0506,6,1.596e-05,3.00844623346751e-05
"G001793005",3e-04,3e-04,33.0316,6,1.034e-05,2.04924546553809e-05
"G001793085",-3e-04,3e-04,53.0362,6,1.154e-09,3.30184346814082e-09
"G001792035",-3e-04,3e-04,56.1577,6,2.705e-10,8.13734169470786e-10
"G001792005",1e-04,1e-04,32.988,6,1.054e-05,2.08426221596622e-05
"G000992155",-5e-04,5e-04,58.0378,6,1.126e-10,3.49860473933649e-10
"G000993115",-3e-04,3e-04,70.3771,6,3.422e-13,1.25007236255572e-12
"G000992825",5e-04,5e-04,16.9192,6,0.009585,0.0125779143314652
"G000993025",0,0,30.0138,6,3.907e-05,6.82198828125e-05
"G001793095",2e-04,2e-04,32.2556,6,1.458e-05,2.80202696892711e-05
"G001792215",-2e-04,2e-04,27.3351,6,0.0001253,0.000203736805555556
"G001792225",5e-04,5e-04,56.1705,6,2.689e-10,8.09168482252142e-10
"G001792995",2e-04,2e-04,31.519,6,2.017e-05,3.69163930764936e-05
"G000992125",-3e-04,3e-04,32.0601,6,1.589e-05,2.99812471220261e-05
"G001793015",-1e-04,1e-04,20.5143,6,0.002242,0.00316551730078966
"G001792545",1e-04,1e-04,37.6081,6,1.34e-06,2.91797165633304e-06
"G001793105",-4e-04,4e-04,32.1963,6,1.496e-05,2.85663378640777e-05
"G000993405",0,0,0,6,1,1
"G000993365",-2e-04,2e-04,32.2325,6,1.473e-05,2.82423123415871e-05
"G001792155",3e-04,3e-04,37.3462,6,1.507e-06,3.26212590799031e-06
"G001792925",-2e-04,2e-04,45.1928,6,4.285e-08,1.0692385181426e-07
"G001793625",0,0,23.6594,6,0.0006032,0.000900405100182149
"G001793755",-3e-04,3e-04,55.4629,6,3.738e-10,1.11493757961783e-09
"G001793545",0,0,18.8503,6,0.004424,0.0060315563565784
"G001793635",-8e-04,8e-04,22.3186,6,0.00106,0.00154705253784506
"G000989245",0.0016,0.0016,72.79,6,1.094e-13,4.11253669724771e-13
"G000989325",-0.0012,0.0012,44.5194,6,5.831e-08,1.43570490736104e-07
"G000989865",-4e-04,4e-04,36.5631,6,2.142e-06,4.57425146579805e-06
"G000989845",-1e-04,1e-04,29.0011,6,6.081e-05,0.000102926943201377
"G000989855",0,0,28.7075,6,6.91e-05,0.000115940863333902
"G000990005",2e-04,2e-04,39.9335,6,4.694e-07,1.0705193877551e-06
"G001793465",-0.0013,0.0013,29.6238,6,4.634e-05,7.98646267087277e-05
